# LISTED FULL REFRESH, 1-Sep-2026. Transcribed by Opus from Daniil's screenshots in the session they
# arrived. The source workbook is in another sandbox and cannot be exported, so this is the only
# transfer route available. Daniil recalculated fiscal-year figures and calendarised them by hand,
# and added the broker estimate count for FY+1 revenue.
# na = n.a. in the sheet. nm = n.m. HIDDEN = the cell was truncated by column width and unreadable.
# BROKEN = the sheet itself shows #DIV/0! or #N/A.
#
# TWO CORRECTIONS FROM DANIIL, 1-Sep, applied here.
# 1. TSE:9418 U-NEXT gross profit is 955, not the 355 I first read. It now ties: 2155/955 = 2.3x,
#    which is the multiple the sheet shows. This was the single discrepancy the check could not
#    explain by rounding, and it is closed.
# 2. NASDAQ:MELI and NASDAQGS:MELI are NOT a duplicate to be collapsed. Same enterprise value,
#    two different volume denominators: GMV of 65,037 on the commerce row and TPV of 277,823 on
#    the payments row. MercadoLibre is therefore two comparables, and AV/TPV is to be calculated
#    separately from AV/GMV. Recorded on the tracker as an open build item.
#    The other six repeated tickers ARE true duplicates and collapse on the normalised symbol:
#    GigaCloud, Freightos, Kanzhun, LegalZoom, Copart, Xometry.
ticker,company_name,year_end,calendarization,currency,fx_usd_per_lcy,balance_sheet_driven,market_cap_musd,price_per_share,eqv_av_bridge_musd,av_musd,n_estimates,gmv_cy0,gmv_cy1,gmv_cy2,gmv_ntm,revenue_ntm_musd,gross_profit_musd,net_income_musd,bvps,av_gmv_pct,av_ntm_revenue_x,av_ntm_gp_x,pe_x,pbv_x,growth_cy1_pct,growth_cy2_pct,growth_cy3_pct,cagr_cy1_cy3_pct,ni_growth_cy2_pct
NASDAQ:NDAQ,"Nasdaq, Inc.",,,,,,54523,98,8208,62731,15,na,na,na,na,6236,6236,2514,na,na,10.1,10.1,21.7,na,12.6,8.2,8.5,8.3,10.8
NASDAQ:MKTX,MarketAxess Holdings Inc.,,,,,,5724,163,-153,5571,13,na,na,na,na,935,580,298,na,na,6.0,9.6,19.2,na,5.7,6.8,7.2,7.0,8.7
NASDAQ:TW,Tradeweb Markets Inc.,,,,,,22513,107,-1231,21281,15,na,na,na,na,2527,2369,1042,na,na,8.4,9.0,21.6,na,14.5,11.4,9.9,10.6,12.8
ENXTAM:ADYEN,Adyen N.V.,,,,,,36844,1167,-13703,23141,36,1576071,1904702,2308560,2174678,3801,2588,1626,na,1.1,6.1,8.9,22.7,na,20.9,21.2,19.9,20.5,21.6
LSE:WISE,Wise Group plc,,,,,,13300,13,-4902,8398,16,243500,290127,342769,325318,3209,2586,622,na,2.6,2.6,3.2,21.4,na,19.1,18.1,17.9,18.0,15.8
BIT:NEXI,Nexi S.p.A.,,,,,,5815,5,4589,10404,17,982741,571262,583907,579715,4290,0,926,na,1.8,2.4,na,6.3,na,-41.9,2.2,3.2,2.7,2.6
AIM:BOKU,"Boku, Inc.",,,,,,444,2,-241,203,9,15700,16570,19275,18378,151,149,29,na,1.1,1.3,1.4,15.2,na,5.5,16.3,11.7,14.0,15.2
LSE:CABP,CAB Payments Holdings plc,,,,,,286,1,-685,-399,4,55251,80165,86113,84141,177,-15,30,na,-0.5,-2.3,26.3,9.4,na,45.1,7.4,14.3,10.8,20.8
LSE:LSEG,London Stock Exchange Group plc,,,,,,57815,120,15473,73288,6,na,na,na,na,13944,12533,3379,na,na,5.3,5.8,17.1,na,5.6,6.6,7.1,6.9,9.7
XTRA:DB1,Deutsche Boerse AG,,,,,,59316,329,5330,64645,0,na,na,na,na,7792,6326,2773,na,na,8.3,10.2,21.4,na,-11.4,4.2,6.7,5.4,7.0
ENXTPA:ENX,Euronext N.V.,,,,,,18956,187,2080,21036,17,na,na,na,na,2488,2488,1029,na,na,8.5,8.5,18.4,na,14.2,5.0,6.2,5.6,6.3
NASDAQ:MELI,"MercadoLibre, Inc. SECOND ROW: volume here is TPV not GMV",,,,,,99543,1963,7462,107005,20,277823,400912,512766,475686,49470,21130,2549,na,22.5,2.2,5.1,39.0,na,44.3,27.9,24.7,26.3,43.3
NYSE:NU,Nu Holdings Ltd.,,,,,,69852,14,0,69852,20,141800,464636,560919,529000,26081,11386,5128,4,13.2,2.7,6.1,13.6,3.8,227.7,20.7,25.8,23.3,29.5
NASDAQ:STNE,StoneCo Ltd.,,,,,,2228,10,1686,3914,10,100435,112004,118265,116190,3012,1681,529,na,3.4,1.3,2.3,4.2,na,11.5,5.6,4.8,5.2,4.5
NYSE:PAGS,PagSeguro Digital Ltd.,,,,,,2519,9,75,2594,4,94992,101926,108181,106108,4285,1833,511,na,2.4,0.6,1.4,4.9,na,7.3,6.1,1.1,3.6,8.9
NASDAQ:XP,XP Inc.,,,,,,9500,19,-25402,-15902,8,na,na,na,na,4194,2858,1167,na,na,-3.8,nm,8.1,na,12.9,11.4,12.3,11.8,10.8
NASDAQ:INTR,"Inter & Co, Inc.",,,,,,2468,6,0,2468,6,na,na,na,na,2372,220,398,5,na,1.0,11.2,6.2,1.0,79.0,20.9,16.9,18.9,26.7
BOVESPA:B3SA3,"B3 S.A. - Brasil, Bolsa, Balcao",,,,,,16140,3,-45,16095,11,na,na,na,na,2303,2200,1214,na,na,7.0,7.3,13.3,na,11.1,9.0,7.9,8.5,9.5
BMV:BOLSA A,Bolsa Mexicana de Valores S.A.B. de C.V.,,,,,,1239,2,-159,1080,8,na,na,na,na,296,151,105,na,na,3.7,7.2,11.7,na,13.0,6.9,5.2,6.1,7.6
BASE:BYMA,Bolsas y Mercados Argentinos S.A.,,,,,,1327,0,-1099,228,1,na,na,na,na,346,260,262,na,na,0.7,0.9,5.1,na,62.5,37.9,34.2,36.0,34.8
NSEI:PAYTM,One97 Communications Limited,,,,,,11021,17,-1525,9497,19,269553,336725,420177,392512,1236,795,168,na,2.4,7.7,11.9,65.5,na,24.9,24.8,20.6,22.7,77.5
NSEI:MOBIKWIK,One MobiKwik Systems Limited,,,,,,156,2,-65,91,1,20625,23140,28822,26939,156,67,5,na,0.3,0.6,1.4,29.5,na,12.2,24.6,26.4,25.5,381.7
NSEI:IEX,Indian Energy Exchange Limited,,,,,,1117,1,-190,927,8,na,na,na,na,73,73,58,na,na,12.7,12.7,19.3,na,-3.2,-1.9,-2.0,-1.9,6.0
NSEI:MCX,Multi Commodity Exchange of India Limited,,,,,,8874,35,-414,8461,14,na,na,na,na,333,303,190,na,na,25.4,27.9,46.6,na,32.7,19.0,15.2,17.1,20.0
NSEI:BSE,BSE Limited,,,,,,13933,34,-569,13364,17,na,na,na,na,719,715,357,na,na,18.6,18.7,39.0,na,32.0,16.8,12.2,14.4,18.1
NSEI:CRISIL,CRISIL Limited,,,,,,3721,51,-62,3660,4,na,na,na,na,509,238,110,na,na,7.2,15.4,33.8,na,22.1,12.5,11.8,12.1,17.6
SEHK:388,Hong Kong Exchanges and Clearing Limited,,,,,,65386,52,-21333,44053,18,na,na,na,na,4172,4023,2591,na,na,10.6,11.0,25.2,na,12.0,1.8,6.0,3.9,-0.1
SEHK:6060,ZhongAn Online P & C Insurance Co. Ltd.,,,,,,2452,1,0,2452,11,na,na,na,na,5688,687,252,3,na,0.4,3.6,9.7,0.6,1.4,9.6,10.5,10.0,-21.2
TSE:8697,"Japan Exchange Group, Inc.",,,,,,14126,14,-138,13988,5,na,na,na,na,1498,1498,723,na,na,9.3,9.3,19.5,na,21.4,6.3,4.2,5.2,29.5
TSE:3769,"GMO Payment Gateway, Inc.",,,,,,4393,58,-950,3443,12,146082,168720,197046,187656,687,455,184,na,1.8,5.0,7.6,23.8,na,15.5,16.8,16.8,16.8,16.7
ASX:ASX,ASX Limited,,,,,,7767,40,-3035,4732,12,na,na,na,na,959,887,365,na,na,4.9,5.3,21.3,na,8.9,5.2,5.1,5.2,3.3
ASX:IRE,Iress Limited,,,,,,737,4,87,824,8,na,na,na,na,368,242,64,na,na,2.2,3.4,11.6,na,-11.0,3.0,3.6,3.3,8.9
ASX:HUB,HUB24 Limited,,,,,,4303,53,0,4303,12,na,na,na,na,422,419,112,na,na,10.2,10.3,38.4,na,19.0,15.2,13.9,14.6,22.1
ASX:NWL,Netwealth Group Limited,,,,,,3638,15,-72,3567,17,na,na,na,na,332,30,99,na,na,10.7,nm,36.6,na,17.7,15.8,15.8,15.8,53.8
ASX:TYR,Tyro Payments Limited,,,,,,274,1,-69,205,7,30027,30603,31464,31179,362,173,18,na,0.7,0.6,1.2,15.3,na,1.9,2.8,2.7,2.8,13.4
ASX:ZIP,Zip Co Limited,,,,,,2336,2,1763,4098,11,11331,13906,16576,15691,1193,657,132,na,26.1,3.4,6.2,17.7,na,22.7,19.2,15.4,17.3,38.3
ASX:EML,EML Payments Limited,,,,,,72,0,36,108,4,15674,15215,15925,15690,156,105,3,na,0.7,0.7,1.0,23.5,na,-2.9,4.7,3.9,4.3,nm
JSE:JSE,JSE Limited,,,,,,785,10,-130,654,1,na,na,na,na,236,236,72,na,na,2.8,2.8,10.9,na,5.6,7.6,4.3,6.0,9.8
CBSE:HPS,Hightech Payment Systems S.A.,,,,,,515,70,13,529,1,na,na,na,na,200,87,23,na,na,2.6,6.1,22.8,na,11.2,15.8,2.7,9.1,26.1
TSE:6178,Japan Post Holdings Co. Ltd.,,,,,,43627,16,0,43627,6,na,na,na,na,74272,0,2376,22,na,0.6,na,18.4,0.7,2.5,3.7,13.4,8.4,1.1
NSEI:SNOWMAN,Snowman Logistics Limited,,,,,,65,0,32,96,1,na,BROKEN,BROKEN,na,BROKEN,BROKEN,0,na,na,na,na,376.4,na,BROKEN,BROKEN,BROKEN,BROKEN,-42.0
IBSE:RYSAS,Reysas Tasimacilik ve Lojistik Ticaret A.S.,,,,,,1244,1,296,1540,1,na,BROKEN,BROKEN,na,BROKEN,BROKEN,82,na,na,na,na,15.1,na,BROKEN,BROKEN,BROKEN,BROKEN,20.9
NYSE:OMF,"OneMain Holdings, Inc.",,,,,,7030,61,0,7030,9,na,na,na,na,5529,5161,915,33,na,1.3,1.4,7.7,1.9,77.1,7.5,8.4,7.9,17.5
NASDAQGS:CACC,Credit Acceptance Corporation,,,,,,6168,594,0,6168,3,BROKEN,na,na,na,2239,2109,563,na,na,2.8,2.9,11.0,na,72.6,7.1,7.1,7.1,14.2
NASDAQ:OPRT,Oportun Financial Corporation,,,,,,328,7,0,328,4,na,na,na,na,980,933,94,10,na,0.3,0.4,3.5,0.7,30.5,5.3,9.2,7.2,29.1
NASDAQ:ATLC,Atlanticus Holdings Corporation,,,,,,1354,89,0,1354,3,na,na,na,na,3257,2316,230,51,na,0.4,0.6,5.9,1.7,438.8,12.7,21.7,17.1,39.6
NYSE:PFSI,PennyMac Financial Services Inc.,,,,,,3677,71,0,3677,5,na,na,na,na,2614,2331,503,94,na,1.4,1.6,7.3,0.8,-36.1,27.1,-2.5,11.3,42.6
NYSE:TFIN,"Triumph Financial, Inc.",,,,,,1661,70,0,1661,5,na,na,na,na,508,32,68,42,na,3.3,52.4,24.5,1.7,9.0,10.5,10.5,10.5,56.3
LSE:SUS,S&U plc,,,,,,329,27,0,329,4,na,na,na,na,181,113,39,30,na,1.8,2.9,8.4,0.9,50.8,20.3,11.6,15.8,15.2
LSE:CBG,Close Brothers Group plc,,,,,,837,6,0,837,6,na,na,na,na,904,54,139,14,na,0.9,15.6,6.0,0.4,-2.3,4.3,7.5,5.9,45.9
LSE:PAG,Paragon Banking Group PLC,,,,,,1996,11,0,1996,8,na,na,na,na,708,21,296,12,na,2.8,95.2,6.7,0.9,1.5,2.3,3.2,2.8,4.7
LSE:OSB,OSB Group Plc,,,,,,2374,7,0,2374,10,na,na,na,na,937,21,369,10,na,2.5,nm,6.4,0.7,2.8,4.3,8.3,6.3,5.0
LSE:FCH,Funding Circle Holdings plc,,,,,,859,3,-1,858,6,na,na,na,na,373,76,55,na,na,2.3,11.3,15.5,na,26.7,9.7,11.7,10.7,33.5
XTRA:GLJ,Grenke AG,,,,,,586,13,0,586,4,na,na,na,na,993,50,81,33,na,0.6,11.7,7.2,0.4,24.7,6.0,5.9,6.0,16.9
XTRA:MULT,Multitude AG,,,,,,146,7,0,146,4,na,na,na,na,289,176,37,12,na,0.5,0.8,3.9,0.6,85.4,3.7,5.7,4.7,16.6
BIT:IF,Banca IFIS S.p.A.,,,,,,1056,17,0,1056,3,na,na,na,na,934,26,110,41,na,1.1,40.2,9.6,0.4,16.7,2.0,3.3,2.7,315.7
BIT:BFF,BFF Bank S.p.A.,,,,,,677,4,0,677,3,na,na,na,na,456,9,150,6,na,1.5,74.3,4.5,0.6,19.1,-11.3,2.6,-4.6,-2.3
SWX:CMBN,Cembra Money Bank AG,,,,,,3205,110,0,3205,3,na,na,na,na,688,37,257,61,na,4.7,85.8,12.5,1.8,17.8,1.6,2.1,1.9,2.3
OM:AVARDA,Avarda Bank AB (publ),,,,,,1415,22,0,1415,2,1733,3370,4099,3858,442,58,100,6,36.7,3.2,24.4,14.2,3.4,94.5,21.6,17.9,19.7,21.8
WSE:KRU,KRUK Spolka Akcyjna,,,,,,2064,106,0,2064,4,na,na,na,na,968,720,338,91,na,2.1,2.9,6.1,1.2,31.5,12.3,10.6,11.4,15.2
TSE:547A,Muninova Holdings Inc.,,,,,,1338,3,0,1338,5,na,na,na,na,1515,1359,222,4,na,0.9,1.0,6.0,0.8,10.3,8.4,7.7,8.0,20.5
TSE:8253,"Credit Saison Co., Ltd.",,,,,,4254,30,0,4254,6,41038,39831,41029,40631,3295,2172,348,37,10.5,1.3,2.0,12.2,0.8,-2.9,3.0,6.9,4.9,-7.0
TSE:8439,Tokyo Century Corporation,,,,,,8418,17,0,8418,7,na,na,na,na,9395,2120,1029,16,na,0.9,4.0,8.2,1.1,2.8,2.9,6.4,4.6,30.5
NYSE:LU,Lufax Holding Ltd,,,,,,1049,1,0,1049,3,na,na,na,na,3749,2152,170,15,na,0.3,0.5,6.2,0.1,-15.2,-1.3,4.2,1.4,0.1
NASDAQ:QFIN,"Qifu Holdings, Inc.",,,,,,1019,8,0,1019,7,na,na,na,na,1846,1212,393,32,na,0.6,0.8,2.6,0.3,-31.7,-8.1,1.6,-3.4,26.3
SEHK:3360,Far East Horizon Limited,,,,,,4369,1,0,4369,7,na,na,na,na,5537,292,622,2,na,0.8,15.0,7.0,0.5,7.5,3.9,3.9,3.9,6.1
NSEI:BAJFINANCE,Bajaj Finance Limited,,,,,,69047,11,0,69047,27,na,na,na,na,7380,1003,2960,3,na,9.4,68.9,23.3,4.4,40.9,26.6,22.4,24.5,24.6
NSEI:SHRIRAMFIN,Shriram Finance Limited,,,,,,26272,11,0,26272,0,na,na,na,na,3794,530,1577,5,na,6.9,49.6,16.7,2.1,54.3,25.3,16.8,21.0,23.2
NSEI:CHOLAFIN,Cholamandalam Investment and Finance Company,,,,,,16319,19,0,16319,5,na,na,na,na,2360,274,783,5,na,6.9,59.6,20.8,3.8,50.4,27.2,20.3,23.7,24.4
NSEI:FIVESTAR,Five-Star Business Finance Limited,,,,,,1674,6,0,1674,5,na,na,na,na,324,73,140,3,na,5.2,22.8,12.0,1.7,21.6,20.4,17.3,18.9,18.5
ASX:LFS,Latitude Group Holdings Limited,,,,,,696,1,0,696,1,na,na,na,na,654,654,88,1,na,1.1,1.1,7.9,0.8,65.5,3.6,3.6,3.6,-4.5
ASX:HUM,Humm Group Limited,,,,,,152,0,0,152,1,2534,4166,5949,5358,404,43,26,1,2.8,0.4,3.5,5.8,1.5,64.4,42.8,2.0,20.7,56.3
ASX:JDO,Judo Capital Holdings Limited,,,,,,870,1,0,870,12,na,na,na,na,423,12,112,1,na,2.1,72.0,7.8,0.6,33.5,26.4,11.7,18.8,31.3
ASX:PPM,Pepper Money Limited,,,,,,612,1,0,612,2,na,na,na,na,342,7,83,2,na,1.8,88.4,7.4,0.9,17.8,3.4,8.0,5.7,9.7
BOVESPA:BMGB4,Banco BMG S.A.,,,,,,693,1,0,693,1,na,na,na,na,1142,0,118,1,na,0.6,na,5.9,0.7,167.3,5.0,6.0,5.5,6.7
NYSE:AMN,"AMN Healthcare Services, Inc.",,,,,,1299,34,414,1713,8,na,na,na,na,2892,790,69,na,na,0.6,2.2,18.9,na,22.8,-20.5,3.8,-9.2,-70.7
NASDAQ:CPRT,"Copart, Inc. DUPLICATE OF NASDAQGS:CPRT",,,,,,30056,32,-4089,25967,12,na,na,na,na,4901,2228,1579,na,na,5.3,11.7,19.0,na,1.5,5.8,8.0,6.9,4.8
NASDAQ:XMTR,"Xometry, Inc. DUPLICATE OF NASDAQGS:XMTR",,,,,,5225,91,-180,5045,11,na,na,na,na,1050,406,71,na,na,4.8,12.4,73.1,na,33.7,21.5,20.1,20.8,88.6
LSE:RWA,Robert Walters plc,,,,,,123,2,56,178,2,na,na,na,na,986,346,-13,na,na,0.2,0.5,nm,na,-9.7,5.0,6.0,5.5,nm
NASDAQ:WW,"WW International, Inc.",,,,,,163,16,325,487,2,na,na,na,na,640,454,-3,na,na,0.8,1.1,nm,na,-11.1,1.8,-2.5,-0.3,nm
NASDAQ:LFMD,"LifeMD, Inc.",,,,,,149,3,-19,130,8,na,na,na,na,233,205,6,na,na,0.6,0.6,25.9,na,7.0,18.1,14.4,16.2,nm
NYSE:NRDY,Nerdy Inc.,,,,,,83,10,-8,75,2,na,na,na,na,175,116,-2,na,na,0.4,0.6,nm,na,-4.3,3.4,3.4,3.4,nm
AIM:WINE,Naked Wines plc,,,,,,61,1,-38,23,1,na,na,na,na,220,80,-14,na,na,0.1,0.3,nm,na,-18.3,-9.2,-5.7,-7.5,nm
ENXTPA:DEEZR,Deezer S.A.,,,,,,180,2,-87,93,4,na,na,na,na,661,170,12,na,na,0.1,0.5,14.6,na,1.2,8.1,8.3,8.2,46.9
OM:VPLAY B,Viaplay Group AB (publ),,,,,,620,0,563,1184,1,na,na,na,na,2244,307,3,na,na,0.5,3.9,212.1,na,22.2,-0.6,-0.8,-0.7,nm
NASDAQ:CASH,"Pathward Financial, Inc.",,,,,,1669,80,0,1669,3,na,na,na,na,862,47,191,47,na,1.9,35.3,8.7,1.7,5.1,5.7,5.7,5.7,13.0
NYSE:PAY,"Paymentus Holdings, Inc.",,,,,,4424,35,-367,4057,6,na,na,na,na,1620,400,128,na,na,2.5,10.1,34.5,na,21.2,17.5,18.0,17.8,23.5
NASDAQ:WAY,Waystar Holding Corp.,,,,,,4939,26,1288,6228,23,na,na,na,na,1378,952,356,na,na,4.5,6.5,13.9,na,17.0,10.7,11.9,11.3,13.2
NYSE:NATL,NCR Atleos Corporation,,,,,,3420,46,2514,5934,2,na,na,na,na,4594,1265,395,na,na,1.3,4.7,8.7,na,2.7,4.1,5.3,4.7,14.8
NYSE:DBD,"Diebold Nixdorf, Incorporated",,,,,,2263,67,849,3111,3,na,na,na,na,3985,1064,226,na,na,0.8,2.9,10.0,na,2.6,3.1,3.1,3.1,30.3
NYSE:COF,Capital One Financial Corporation,,,,,,129654,211,0,129654,19,828467,1617254,1713572,1681642,66536,5504,13213,194,7.7,1.9,23.6,9.8,1.1,95.2,6.0,5.8,5.9,8.8
NYSE:ALLY,Ally Financial Inc.,,,,,,12605,42,0,12605,15,na,na,na,na,9436,351,1811,50,na,1.3,35.9,7.0,0.8,22.8,6.3,3.3,4.8,18.1
NYSE:RM,Regional Management Corp.,,,,,,294,32,0,294,3,na,na,na,na,719,436,52,46,na,0.4,0.7,5.6,0.7,10.4,6.4,6.4,6.4,14.9
NASDAQGS:WRLD,World Acceptance Corporation,,,,,,816,180,0,816,1,BROKEN,na,na,na,632,428,59,84,na,1.3,1.9,13.7,2.1,4.6,6.3,6.8,6.6,18.7
NYSE:OPFI,OppFi Inc.,,,,,,585,7,0,585,4,na,na,na,na,674,674,154,5,na,0.9,0.9,3.8,1.3,78.9,15.2,32.2,23.4,40.3
NASDAQ:DAVE,Dave Inc.,,,,,,4345,341,14,4359,12,na,na,na,na,837,614,287,na,na,5.2,7.1,15.1,na,31.7,21.9,27.2,24.6,28.6
NASDAQ:MFIN,Medallion Financial Corp.,,,,,,265,12,0,265,4,na,na,na,na,251,20,35,19,na,1.1,13.4,7.6,0.6,-33.4,10.1,10.1,10.1,39.7
NASDAQ:SLM,SLM Corporation,,,,,,4843,26,0,4843,6,na,na,na,na,1434,73,597,13,na,3.4,66.3,8.1,1.9,-14.2,1.8,3.6,2.7,-0.2
NASDAQ:NAVI,Navient Corporation,,,,,,870,9,0,870,4,na,na,na,na,566,566,81,28,na,1.5,1.5,10.7,0.3,58.3,12.5,8.8,10.6,6.4
NYSE:SYF,Synchrony Financial,,,,,,24930,77,0,24930,15,182300,283717,298667,293711,15718,2446,3081,52,8.5,1.6,10.2,8.1,1.5,55.6,5.3,4.8,5.0,-1.3
NYSE:BFH,"Bread Financial Holdings, Inc.",,,,,,3921,102,0,3921,14,27777,42645,44298,43750,4100,764,494,94,9.0,1.0,5.1,7.9,1.1,53.5,3.9,4.1,4.0,-0.3
NASDAQ:EZPW,"EZCORP, Inc.",,,,,,1954,32,0,1954,7,na,na,na,na,1812,943,178,17,na,1.1,2.1,11.0,1.9,24.6,8.8,7.0,7.9,7.7
NASDAQ:UPBD,"Upbound Group, Inc.",,,,,,1074,18,1603,2677,7,2010,2026,2110,2082,4863,2400,261,na,128.6,0.6,1.1,4.1,na,0.8,4.2,5.5,4.8,9.9
NASDAQ:ECPG,"Encore Capital Group, Inc.",,,,,,1973,93,0,1973,4,na,na,na,na,1928,1928,317,69,na,1.0,1.0,6.2,1.4,8.0,1.4,1.4,1.4,0.2
NASDAQ:PRAA,"PRA Group, Inc.",,,,,,690,18,0,690,3,na,na,na,na,1263,1263,-3373,29,na,0.5,0.5,nm,0.6,8.5,-4.7,-4.7,-4.7,nm
NASDAQ:JCAP,"Jefferson Capital, Inc.",,,,,,1187,21,0,1187,6,na,na,na,na,734,573,188,9,na,1.6,2.1,6.3,2.2,17.5,4.2,4.2,4.2,2.6
NYSE:GATX,GATX Corporation,,,,,,6127,174,11805,17932,3,na,na,na,na,2402,1772,398,na,na,7.5,10.1,15.4,na,35.1,3.3,2.1,2.7,10.0
NYSE:RKT,"Rocket Companies, Inc.",,,,,,36896,13,0,36896,12,na,na,na,na,11719,11719,2188,9,na,3.1,3.1,16.9,1.5,54.8,10.5,5.5,8.0,40.0
NYSE:UWMC,UWM Holdings Corporation,,,,,,469,1,0,469,4,na,na,na,na,2746,2746,478,1,na,0.2,0.2,1.0,1.5,-32.0,25.1,8.3,16.4,nm
NYSE:ONIT,Onity Group Inc.,,,,,,281,34,0,281,3,na,na,na,na,1123,1061,62,81,na,0.3,0.3,4.5,0.4,-2.5,11.8,5.3,8.5,69.6
NYSE:VEL,"Velocity Financial, Inc.",,,,,,708,18,0,708,1,na,na,na,na,229,8,116,22,na,3.1,85.2,6.1,0.8,-9.1,17.5,15.1,16.3,6.1
NYSE:WD,"Walker & Dunlop, Inc.",,,,,,1382,40,0,1382,3,na,na,na,na,1415,1415,129,52,na,1.0,1.0,10.7,0.8,12.9,12.0,7.2,9.6,130.5
NYSE:AX,"Axos Financial, Inc.",,,,,,5372,95,0,5372,6,na,na,na,na,1639,64,571,67,na,3.3,84.5,9.4,1.4,16.2,13.9,10.9,12.4,13.2
NASDAQ:TBBK,"The Bancorp, Inc.",,,,,,2625,64,0,2625,3,na,na,na,na,361,14,290,20,na,7.3,nm,9.1,3.2,-31.5,0.2,0.2,0.2,25.1
NASDAQ:NEWT,"NewtekOne, Inc.",,,,,,337,12,0,337,3,na,na,na,na,331,10,60,15,na,1.0,34.5,5.7,0.8,-20.3,12.1,0.1,5.9,17.9
NYSE:LOB,"Live Oak Bancshares, Inc.",,,,,,1789,39,0,1789,3,na,na,na,na,705,24,174,31,na,2.5,75.7,10.3,1.3,33.1,15.2,15.2,15.2,36.5
NASDAQ:MBIN,Merchants Bancorp,,,,,,2377,52,0,2377,3,na,na,na,na,753,22,281,50,na,3.2,nm,8.5,1.0,28.3,6.1,5.6,5.8,9.7
NASDAQ:CCB,Coastal Financial Corporation,,,,,,721,47,0,721,2,na,na,na,na,707,52,70,36,na,1.0,13.8,10.3,1.3,80.1,18.7,18.7,18.7,230.6
